Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Region
Bite Me,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108677581/bite-me,1.5,Trad,5.10a,1,100.0,47.6071,-120.71485,CentralEast
Forearm Confusion,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/109522941/forearm-confusion,2.9,Sport,5.10d,1,75.0,47.6071,-120.71485,CentralEast
Drillmeister,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/109523044/drillmeister,2.4,Sport,5.11b,1,75.0,47.6071,-120.71485,CentralEast
Monty Python,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114363470/monty-python,3.4,Sport,5.10a/b,1,110.0,47.6071,-120.71485,CentralEast
Black Adder,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117118789/black-adder,3.3,Trad,5.7,2,110.0,47.6071,-120.71485,CentralEast
Flying High,"Rattlesnake Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118849574/flying-high,3.4,Sport,5.10d,1,115.0,47.6071,-120.71485,CentralEast
Hobophobic,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108045816/hobophobic,2.3,Sport,5.9+,1,100.0,47.58874,-120.67801000000001,CentralEast
Song of The Vulgar Goatman,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681302/song-of-the-vulgar-goatman,2.9,"Trad, Sport",5.8+,1,80.0,47.58874,-120.67801000000001,CentralEast
Hobo Erectus,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681318/hobo-erectus,2.3,Sport,5.10c,1,90.0,47.58874,-120.67801000000001,CentralEast
Sloppy Joes,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681332/sloppy-joes,3.2,Sport,5.10c,1,90.0,47.58874,-120.67801000000001,CentralEast
Old Hobo Route,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681346/old-hobo-route,2.0,Trad,5.9,1,55.0,47.58874,-120.67801000000001,CentralEast
Fine as Wine,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681360/fine-as-wine,2.7,Sport,5.10a/b,1,60.0,47.58874,-120.67801000000001,CentralEast
Thunderbird,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681438/thunderbird,3.2,Sport,5.10d,1,100.0,47.58874,-120.67801000000001,CentralEast
Flagrant Vagrant,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108681467/flagrant-vagrant,2.3,Trad,5.10a,1,100.0,47.58874,-120.67801000000001,CentralEast
Mudslinger,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/109334024/mudslinger,2.1,Sport,5.8+,1,60.0,47.58874,-120.67801000000001,CentralEast
Easy Mark,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111083838/easy-mark,1.4,Trad,5.7,1,55.0,47.58874,-120.67801000000001,CentralEast
Strike It While It's Hot,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111083871/strike-it-while-its-hot,2.3,Sport,5.10b,1,80.0,47.58874,-120.67801000000001,CentralEast
Boxcar Willie,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114287621/boxcar-willie,2.0,Trad,5.10c,1,60.0,47.58874,-120.67801000000001,CentralEast
The Grifter,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/115144248/the-grifter,2.0,Trad,5.10c,1,75.0,47.58874,-120.67801000000001,CentralEast
Slowpoke,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118925506/slowpoke,1.2,Trad,5.7,1,80.0,47.58874,-120.67801000000001,CentralEast
Mulligan Stew,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118925538/mulligan-stew,2.0,Trad,5.7,1,120.0,47.58874,-120.67801000000001,CentralEast
Shakin' The Bacon,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118925544/shakin-the-bacon,2.6,Sport,5.10c/d,1,50.0,47.58874,-120.67801000000001,CentralEast
Hobonero Sauce,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120504795/hobonero-sauce,2.0,Trad,5.7,1,65.0,47.58874,-120.67801000000001,CentralEast
Hoboneers Arete,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120504848/hoboneers-arete,1.0,Trad,5.6,1,130.0,47.58874,-120.67801000000001,CentralEast
Senior Project,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120504871/senior-project,1.0,Trad,5.7,1,60.0,47.58874,-120.67801000000001,CentralEast
Here's Mud In My Eye,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121108555/heres-mud-in-my-eye,1.0,Sport,5.7,1,75.0,47.58874,-120.67801000000001,CentralEast
Boomer,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121108590/boomer,2.0,Sport,5.9,1,70.0,47.58874,-120.67801000000001,CentralEast
Circuit Rider,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121108608/circuit-rider,2.0,Sport,5.10a,1,80.0,47.58874,-120.67801000000001,CentralEast
Vulgarian Rhapsody,"Hobo Gulch > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/121109958/vulgarian-rhapsody,2.6,Sport,5.8,1,80.0,47.58874,-120.67801000000001,CentralEast
Osprey Crack,"West Tumwater Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108120725/osprey-crack,4.0,"Trad, Sport",5.10d,1,90.0,47.64437,-120.71985,CentralEast
Ripples,"West Tumwater Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108120740/ripples,4.0,Sport,5.11d,1,90.0,47.64437,-120.71985,CentralEast
Cross Current,"West Tumwater Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108120753/cross-current,2.0,Trad,5.10b,1,90.0,47.64437,-120.71985,CentralEast
Bad Little Monkey,"West Tumwater Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108120778/bad-little-monkey,-1.0,"Trad, Sport",5.11c,1,100.0,47.64437,-120.71985,CentralEast
Gentle Entry,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400430/gentle-entry,2.6,Trad,5.10a,1,100.0,47.59066,-120.70638999999998,CentralEast
Slippery Fingers,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400437/slippery-fingers,2.6,Trad,5.8,1,100.0,47.59066,-120.70638999999998,CentralEast
Muffin Top,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400444/muffin-top,3.2,Trad,5.9,1,100.0,47.59066,-120.70638999999998,CentralEast
Slither,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400460/slither,2.5,Trad,5.7+,1,90.0,47.59066,-120.70638999999998,CentralEast
Double Dong,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400476/double-dong,3.0,Trad,5.11b,1,80.0,47.59066,-120.70638999999998,CentralEast
Astroglide,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118857893/astroglide,2.3,Trad,5.7,1,70.0,47.59066,-120.70638999999998,CentralEast
Rear Gear,"Dildome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119520266/rear-gear,2.0,Trad,5.10-,1,65.0,47.59066,-120.70638999999998,CentralEast
Rear Entry,"Bear Cave Crag > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400498/rear-entry,2.5,Trad,5.10-,1,100.0,47.593540000000004,-120.70416999999999,CentralEast
Double Wide,"Bear Cave Crag > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400508/double-wide,4.0,Trad,5.10a,1,100.0,47.593540000000004,-120.70416999999999,CentralEast
Sweet and Low,"Bear Cave Crag > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400523/sweet-and-low,2.8,Trad,5.8,1,90.0,47.593540000000004,-120.70416999999999,CentralEast
Wilbur's Way,"Bear Cave Crag > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108400527/wilburs-way,3.0,Trad,5.9,1,90.0,47.593540000000004,-120.70416999999999,CentralEast
Power Tower,"Bear Cave Crag > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108423051/power-tower,2.0,Trad,5.10-,3,,47.593540000000004,-120.70416999999999,CentralEast
Gutterball,"Bear Cave Crag > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108831514/gutterball,1.5,Trad,5.10-,1,50.0,47.593540000000004,-120.70416999999999,CentralEast
Overbite,"Dental Dome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108430723/overbite,-1.0,TR,5.11a,1,35.0,47.59641,-120.71523,CentralEast
Crooked Smile,"Dental Dome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108430726/crooked-smile,2.7,"Trad, TR",5.9,1,70.0,47.59641,-120.71523,CentralEast
Cavity of Depravity,"Dental Dome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108430730/cavity-of-depravity,2.6,Trad,5.7,1,65.0,47.59641,-120.71523,CentralEast
Root Canal,"Dental Dome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108430746/root-canal,2.5,Trad,5.9+,1,75.0,47.59641,-120.71523,CentralEast
Open Wide,"Dental Dome > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108430755/open-wide,3.0,Trad,5.9,1,80.0,47.59641,-120.71523,CentralEast
East Face,"Piton Tower > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108979508/east-face,2.1,Trad,5.10-,1,75.0,47.60723,-120.71528,CentralEast
South Face,"Piton Tower > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108979521/south-face,1.0,"Trad, Aid",5.6 A2,1,80.0,47.60723,-120.71528,CentralEast
Fine By Me,"Piton Tower > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108979536/fine-by-me,1.0,Trad,5.10+,1,90.0,47.60723,-120.71528,CentralEast
West Face,"Piton Tower > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108979556/west-face,1.0,Trad,5.10c,1,120.0,47.60723,-120.71528,CentralEast
North Face,"Piton Tower > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/108979676/north-face,2.0,Trad,5.11b,1,100.0,47.60723,-120.71528,CentralEast
Toothless,"Drip Wall > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/110263710/toothless,3.5,Sport,5.11b,1,100.0,47.61422,-120.71812,CentralEast
Ruthless,"Drip Wall > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/110263879/ruthless,3.2,Sport,5.13a,1,100.0,47.61422,-120.71812,CentralEast
Baby Ruth,"Drip Wall > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/115386505/baby-ruth,3.3,Sport,5.12-,1,100.0,47.61422,-120.71812,CentralEast
Revolving Doors of Justice,"Drip Wall > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118934722/revolving-doors-of-justice,3.0,Sport,5.11d,1,80.0,47.61422,-120.71812,CentralEast
Shot Down in Flames,"Punk Rock > Tumwater Mountain Crest > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111898628/shot-down-in-flames,3.0,Trad,5.10c,1,70.0,47.6019,-120.69918,CentralEast
Sleep Now in the Fire,"Punk Rock > Tumwater Mountain Crest > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/119287776/sleep-now-in-the-fire,3.0,Trad,5.10+,1,70.0,47.6019,-120.69918,CentralEast
Park and Ride,"Parking Lot Rock > Tumwater Mountain Crest > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111898654/park-and-ride,2.3,Trad,5.9,1,100.0,47.60318,-120.69986000000002,CentralEast
Fringe,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906440/fringe,2.0,Trad,5.8,1,,47.6068,-120.71571000000002,CentralEast
Pink Frosty,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906473/pink-frosty,2.5,Trad,5.8,1,70.0,47.6068,-120.71571000000002,CentralEast
Voyeuristic,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906517/voyeuristic,2.0,Trad,5.8,1,,47.6068,-120.71571000000002,CentralEast
A Matter of Convenience,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906549/a-matter-of-convenience,2.8,Trad,5.10a,1,100.0,47.6068,-120.71571000000002,CentralEast
Drury Lane Variation,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906583/drury-lane-variation,2.3,Trad,5.10a,1,,47.6068,-120.71571000000002,CentralEast
Drury Lane,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906597/drury-lane,2.3,Trad,5.7,1,,47.6068,-120.71571000000002,CentralEast
Carpetbaggers,"The Parasol > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/111906606/carpetbaggers,2.6,Sport,5.10b,1,,47.6068,-120.71571000000002,CentralEast
Instant Karma,"Karma Crags > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/113772442/instant-karma,2.0,Sport,5.10a,1,70.0,47.58733,-120.71177,CentralEast
Freeze-Dried Karma,"Karma Crags > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/113772476/freeze-dried-karma,2.0,TR,5.10b,1,70.0,47.58733,-120.71177,CentralEast
Game of Thrones,"Castleview Heights > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114357341/game-of-thrones,2.0,Trad,5.9+,1,95.0,47.60005,-120.71056999999999,CentralEast
Lord of the Ring,"Castleview Heights > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114357377/lord-of-the-ring,2.0,Trad,5.10a,1,100.0,47.60005,-120.71056999999999,CentralEast
Dungeons and Dragons,"Castleview Heights > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/114357391/dungeons-and-dragons,1.0,Trad,5.10b,1,105.0,47.60005,-120.71056999999999,CentralEast
Fellowship of the Carabiner,"Castleview Heights > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120561718/fellowship-of-the-carabiner,1.0,Trad,5.11a/b,1,100.0,47.60005,-120.71056999999999,CentralEast
Tombstone Left,"The Tombstone > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/115189512/tombstone-left,1.0,TR,5.10b,1,40.0,47.59182,-120.70593999999998,CentralEast
Tombstone Crack,"The Tombstone > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/115189522/tombstone-crack,2.0,"Trad, TR",5.8,1,40.0,47.59182,-120.70593999999998,CentralEast
ROTC,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105806145/rotc,3.7,Trad,5.11c,1,,47.59773,-120.70638000000001,CentralEast
Easter Overhang,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105809794/easter-overhang,3.4,Trad,5.10- PG13,1,110.0,47.59773,-120.70638000000001,CentralEast
Black Widow,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/105814080/black-widow,1.5,Trad,5.10+,1,120.0,47.59773,-120.70638000000001,CentralEast
Yellow Bird,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106345441/yellow-bird,2.9,Trad,5.10a,1,80.0,47.59773,-120.70638000000001,CentralEast
The Sting,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/106409812/the-sting,2.8,Trad,5.10d,1,160.0,47.59773,-120.70638000000001,CentralEast
Dagoba System,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/107213742/dagoba-system,3.0,"Trad, TR",5.12b PG13,1,90.0,47.59773,-120.70638000000001,CentralEast
Stevens Pass Motel,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/107292513/stevens-pass-motel,3.8,Trad,5.12a,1,100.0,47.59773,-120.70638000000001,CentralEast
Corner Route,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/109429288/corner-route,2.0,Trad,5.10a,1,50.0,47.59773,-120.70638000000001,CentralEast
Sometimes a Great Notion,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/109429392/sometimes-a-great-notion,3.5,Trad,5.10d,1,50.0,47.59773,-120.70638000000001,CentralEast
Nightingale,"Midnight Rock > Midnight and Noontime > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/109803647/nightingale,2.0,Trad,5.11c,2,200.0,47.59773,-120.70638000000001,CentralEast
No Time Like The Present,"No Time Rock > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117109983/no-time-like-the-present,3.0,Trad,5.11+,1,125.0,47.5983,-120.70812,CentralEast
Grandma's Pajamas,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333656/grandmas-pajamas,1.0,Sport,5.10a,1,80.0,47.599779999999996,-120.71675,CentralEast
Three Blind Mice,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333681/three-blind-mice,2.0,Sport,5.10+,1,80.0,47.599779999999996,-120.71675,CentralEast
Big Bad Wolf,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333700/big-bad-wolf,2.0,Trad,5.9+,1,80.0,47.599779999999996,-120.71675,CentralEast
My What Big Teeth You Have,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333738/my-what-big-teeth-you-have,3.0,Trad,5.11d,2,,47.599779999999996,-120.71675,CentralEast
Frog Prince to the Rescue,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333775/frog-prince-to-the-rescue,3.0,Trad,5.11b,2,,47.599779999999996,-120.71675,CentralEast
Adventures of Pinnochio,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333824/adventures-of-pinnochio,3.0,Trad,5.11c,2,,47.599779999999996,-120.71675,CentralEast
Wrinkles,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333886/wrinkles,2.0,Sport,5.10a,2,,47.599779999999996,-120.71675,CentralEast
A Wrinkle In Time,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333943/a-wrinkle-in-time,2.0,Sport,5.10-,2,,47.599779999999996,-120.71675,CentralEast
Enter the Dragon,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117333979/enter-the-dragon,2.0,Trad,5.12-,1,30.0,47.599779999999996,-120.71675,CentralEast
Dragon's Lair,"Grandma's House > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334066/dragons-lair,0.0,Sport,5.8+,1,30.0,47.599779999999996,-120.71675,CentralEast
Defense Against the Dark Arts,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334384/defense-against-the-dark-arts,3.0,Trad,5.10+,2,,47.600970000000004,-120.71323999999998,CentralEast
Marauder's Map,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334491/marauders-map,3.0,Sport,5.10-,1,,47.600970000000004,-120.71323999999998,CentralEast
Ancient Horcruxes,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334563/ancient-horcruxes,1.0,Sport,5.11-,1,,47.600970000000004,-120.71323999999998,CentralEast
Deathly Hallows,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334571/deathly-hallows,3.0,Sport,5.10c,1,,47.600970000000004,-120.71323999999998,CentralEast
Gryffindor,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334627/gryffindor,3.0,Sport,5.9,2,,47.600970000000004,-120.71323999999998,CentralEast
Slytherin,"Hogwarts > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334653/slytherin,0.0,Trad,5.6,2,,47.600970000000004,-120.71323999999998,CentralEast
Two-Headed Ogre,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334732/two-headed-ogre,3.0,Trad,5.10c,1,75.0,47.600970000000004,-120.71323999999998,CentralEast
Stoned Ogre,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334743/stoned-ogre,3.0,Sport,5.11+,1,,47.600970000000004,-120.71323999999998,CentralEast
Monstrosity,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334762/monstrosity,2.0,Sport,5.12-,1,75.0,47.600970000000004,-120.71323999999998,CentralEast
Monster,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334828/monster,3.0,Sport,5.11b,1,,47.600970000000004,-120.71323999999998,CentralEast
