name,location,url,rating,type,grade,pitches,length,lat,lon,region,yds,protection,ticks,votes,sub_area,area
Hermes Variation,Jigsaw Right > (e) Jigsaw Wall > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117744427/hermes-variation,2.0,Sport,5.11b,1.0,,47.02294000000001,-119.97399,Central,11.0,,2,1,Jigsaw Right , (e) Jigsaw Wall 
Did You Bring the Dog Biscuits?,(d) Dog House > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117875091/did-you-bring-the-dog-biscuits,1.7,Sport,5.11b,1.0,50.0,47.0231,-119.97463,Central,11.0,,5,3,(d) Dog House , Sunshine's Lower Cliffs 
In the Dog House,(d) Dog House > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117875101/in-the-dog-house,2.7,Sport,5.11a,1.0,50.0,47.0231,-119.97463,Central,11.0,,7,3,(d) Dog House , Sunshine's Lower Cliffs 
Half Deaf,(d) Dog House > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117877886/half-deaf,1.8,Sport,5.7,1.0,40.0,47.0231,-119.97463,Central,7.0,,17,6,(d) Dog House , Sunshine's Lower Cliffs 
The Providing Tomb of Ancients,(d) Dog House > Sunshine's Lower Cliffs > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117877903/the-providing-tomb-of-ancients,2.1,Trad,5.8,1.0,40.0,47.0231,-119.97463,Central,8.0,,21,7,(d) Dog House , Sunshine's Lower Cliffs 
The Oral Office,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442199/the-oral-office,1.6,Trad,5.8-,1.0,30.0,47.02349,-119.97212,Central,8.0,,43,22,Kotick Memorial Wall , Echo Basin 
Gargling Sperm,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442205/gargling-sperm,1.8,Trad,5.7,1.0,30.0,47.02349,-119.97212,Central,7.0,,21,14,Kotick Memorial Wall , Echo Basin 
Sperm Burps,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442214/sperm-burps,2.0,Trad,5.7,1.0,30.0,47.02349,-119.97212,Central,7.0,,3,3,Kotick Memorial Wall , Echo Basin 
Crack in the Back,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442225/crack-in-the-back,1.6,Trad,5.6,1.0,45.0,47.02349,-119.97212,Central,6.0,,83,26,Kotick Memorial Wall , Echo Basin 
"Draft Dodging, Pot Smokin',  Rasperry Intern Fudge Swirl",Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442237/draft-dodging-pot-smokin-rasperry-intern-fudge-swirl,2.0,Trad,5.10c,1.0,30.0,47.02349,-119.97212,Central,10.0,,13,9,Kotick Memorial Wall , Echo Basin 
Dale and Jim's Excellent Adventure,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442246/dale-and-jims-excellent-adventure,1.5,Trad,5.10c,1.0,30.0,47.02349,-119.97212,Central,10.0,,4,4,Kotick Memorial Wall , Echo Basin 
Rod of God,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442251/rod-of-god,2.4,Sport,5.8,1.0,45.0,47.02349,-119.97212,Central,8.0,,317,75,Kotick Memorial Wall , Echo Basin 
Chimney Divine,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442256/chimney-divine,2.4,Sport,5.5,1.0,40.0,47.02349,-119.97212,Central,5.0,,304,76,Kotick Memorial Wall , Echo Basin 
Old Friends,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442262/old-friends,1.7,Trad,5.8,1.0,,47.02349,-119.97212,Central,8.0,,30,10,Kotick Memorial Wall , Echo Basin 
Falsies,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442268/falsies,2.2,Sport,5.9,1.0,40.0,47.02349,-119.97212,Central,9.0,,287,73,Kotick Memorial Wall , Echo Basin 
Wild Dogs,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107442275/wild-dogs,2.3,Sport,5.10a,1.0,,47.02349,-119.97212,Central,10.0,,168,45,Kotick Memorial Wall , Echo Basin 
Heart Beat,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107469883/heart-beat,1.7,Sport,5.9,1.0,45.0,47.02349,-119.97212,Central,9.0,,61,22,Kotick Memorial Wall , Echo Basin 
Carnage in the Temple of the Damned,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107526849/carnage-in-the-temple-of-the-damned,2.0,Sport,5.9+,1.0,40.0,47.02349,-119.97212,Central,9.0,,115,31,Kotick Memorial Wall , Echo Basin 
Wild Thing,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107572973/wild-thing,2.2,Sport,5.10b,1.0,45.0,47.02349,-119.97212,Central,10.0,,133,50,Kotick Memorial Wall , Echo Basin 
A Step Before Winter Walking,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107633475/a-step-before-winter-walking,2.5,Sport,5.9,1.0,,47.02349,-119.97212,Central,9.0,,48,15,Kotick Memorial Wall , Echo Basin 
Silhouettes,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107670124/silhouettes,2.8,Sport,5.10a,1.0,40.0,47.02349,-119.97212,Central,10.0,,178,66,Kotick Memorial Wall , Echo Basin 
Monica's Dress,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107670133/monicas-dress,2.3,Sport,5.10a/b,1.0,50.0,47.02349,-119.97212,Central,10.0,,85,31,Kotick Memorial Wall , Echo Basin 
A Game of Inches,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108149865/a-game-of-inches,2.1,Sport,5.9,1.0,50.0,47.02349,-119.97212,Central,9.0,,121,33,Kotick Memorial Wall , Echo Basin 
Well Preserved,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108649904/well-preserved,2.6,Sport,5.10b/c,1.0,50.0,47.02349,-119.97212,Central,10.0,,94,38,Kotick Memorial Wall , Echo Basin 
Used Sex Toys,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117925781/used-sex-toys,2.5,Trad,5.9-,1.0,45.0,47.02349,-119.97212,Central,9.0,,44,14,Kotick Memorial Wall , Echo Basin 
Kittitas Bong Squad,Kotick Memorial Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120371810/kittitas-bong-squad,2.5,Sport,5.10a/b,1.0,50.0,47.02349,-119.97212,Central,10.0,,5,4,Kotick Memorial Wall , Echo Basin 
Chosselton Tower,Rock Island > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/110567973/chosselton-tower,3.0,Sport,5.7,1.0,35.0,47.01516,-119.98028,Central,7.0,,11,5,Rock Island , Echo Basin 
Lonely Island,Rock Island > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/110754298/lonely-island,1.0,Sport,5.8,1.0,30.0,47.01516,-119.98028,Central,8.0,,6,2,Rock Island , Echo Basin 
Two bolts,Rock Island > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964203/two-bolts,1.0,Sport,5.9,2.0,30.0,47.01516,-119.98028,Central,9.0,,3,2,Rock Island , Echo Basin 
Trunk Da Funk,East End > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/114124321/trunk-da-funk,3.0,Trad,5.11,1.0,70.0,47.01895,-119.96922,Central,11.0,,1,1,East End , Fugs Wall 
Cornerstone,Lesbian Troll Wall > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/114220961/cornerstone,1.8,Trad,5.11,1.0,120.0,47.01792,-119.97127,Central,11.0,,3,4,Lesbian Troll Wall , Fugs Wall 
Slum Goddess,Lesbian Troll Wall > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/115423407/slum-goddess,1.3,Trad,5.10a,1.0,,47.01792,-119.97127,Central,10.0,,2,3,Lesbian Troll Wall , Fugs Wall 
Amphetamine Piranha Fish,Lesbian Troll Wall > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/121488281/amphetamine-piranha-fish,2.0,Trad,5.11,1.0,113.0,47.01792,-119.97127,Central,11.0,,1,1,Lesbian Troll Wall , Fugs Wall 
34D,Pins and Needles Wall > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/114221005/34d,1.0,Trad,5.10a,1.0,80.0,47.01763,-119.97308999999998,Central,10.0,,1,1,Pins and Needles Wall , Fugs Wall 
Nuts and Bolts,Nuts and Bolts Wall > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116058787/nuts-and-bolts,3.0,Trad,5.11a R,1.0,90.0,47.01756,-119.97346,Central,11.0,R,1,1,Nuts and Bolts Wall , Fugs Wall 
Pyrogenous,Nuts and Bolts Wall > Fugs Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116064380/pyrogenous,2.0,Trad,5.10a R,1.0,90.0,47.01756,-119.97346,Central,10.0,R,0,1,Nuts and Bolts Wall , Fugs Wall 
Petey's Hand Hold,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964093/peteys-hand-hold,1.0,Trad,5.7,1.0,45.0,47.01533,-119.97935,Central,7.0,,1,3,Running Gear Death Wall , Echo Basin 
Peanut Gallery,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964104/peanut-gallery,1.0,Trad,5.8,1.0,45.0,47.01533,-119.97935,Central,8.0,,0,1,Running Gear Death Wall , Echo Basin 
Fine Spring Day,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964112/fine-spring-day,1.0,Trad,5.9,1.0,45.0,47.01533,-119.97935,Central,9.0,,1,1,Running Gear Death Wall , Echo Basin 
Subterranean Sex Vixens,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964119/subterranean-sex-vixens,1.0,Trad,5.9,1.0,45.0,47.01533,-119.97935,Central,9.0,,0,1,Running Gear Death Wall , Echo Basin 
Random Hard Cock,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964128/random-hard-cock,1.0,Trad,5.9,1.0,45.0,47.01533,-119.97935,Central,9.0,,1,1,Running Gear Death Wall , Echo Basin 
Final Commitment,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964146/final-commitment,3.0,Sport,5.10d,1.0,45.0,47.01533,-119.97935,Central,10.0,,1,1,Running Gear Death Wall , Echo Basin 
On Your Knees,Running Gear Death Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964153/on-your-knees,1.0,Trad,5.8,1.0,45.0,47.01533,-119.97935,Central,8.0,,0,1,Running Gear Death Wall , Echo Basin 
Plateau Passage,Passage Wall > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117964224/plateau-passage,3.0,Sport,5.10c/d,2.0,80.0,47.01666,-119.98203999999998,Central,10.0,,2,1,Passage Wall , Echo Basin 
Far Point Station,Shattered Columns > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/112780510/far-point-station,1.0,Sport,5.9,1.0,50.0,47.02149,-119.97684,Central,9.0,,7,1,Shattered Columns , Echo Basin 
Corner of Shattered Delights,Shattered Columns > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118231089/corner-of-shattered-delights,2.3,Trad,5.9,1.0,50.0,47.02149,-119.97684,Central,9.0,,19,4,Shattered Columns , Echo Basin 
Scream of The Butterfly,Shattered Columns > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118575649/scream-of-the-butterfly,1.0,Trad,5.8 PG13,1.0,50.0,47.02149,-119.97684,Central,8.0,PG13,5,2,Shattered Columns , Echo Basin 
Deadbeat Dads,Porcupine Alcove > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118709230/deadbeat-dads,2.0,Sport,5.7,1.0,40.0,47.02242,-119.96995,Central,7.0,,4,1,Porcupine Alcove , Echo Basin 
Working Mothers,Porcupine Alcove > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118709304/working-mothers,2.0,Sport,5.10a,1.0,40.0,47.02242,-119.96995,Central,10.0,,5,1,Porcupine Alcove , Echo Basin 
Lord of The Flies,Porcupine Alcove > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118709341/lord-of-the-flies,3.0,Sport,5.10b,1.0,55.0,47.02242,-119.96995,Central,10.0,,2,1,Porcupine Alcove , Echo Basin 
Easy Rider,Porcupine Alcove > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118709363/easy-rider,2.0,Sport,5.10a,1.0,55.0,47.02242,-119.96995,Central,10.0,,2,1,Porcupine Alcove , Echo Basin 
In Search of The Elusive Ringtail,Porcupine Alcove > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118709385/in-search-of-the-elusive-ringtail,1.0,Trad,5.7,1.0,50.0,47.02242,-119.96995,Central,7.0,,0,1,Porcupine Alcove , Echo Basin 
King of the Ruins,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320512/king-of-the-ruins,3.5,Sport,5.12a,1.0,70.0,47.02196,-119.9698,Central,12.0,,55,37,(b) Powerhouse Wall , Powerhouse Area 
House of Pain,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320518/house-of-pain,3.2,Sport,5.11b,1.0,65.0,47.02196,-119.9698,Central,11.0,,36,18,(b) Powerhouse Wall , Powerhouse Area 
Victim of Fate,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320523/victim-of-fate,2.6,Sport,5.10d,1.0,80.0,47.02196,-119.9698,Central,10.0,,23,16,(b) Powerhouse Wall , Powerhouse Area 
Powerpuff,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320532/powerpuff,2.1,Sport,5.9,1.0,50.0,47.02196,-119.9698,Central,9.0,,78,33,(b) Powerhouse Wall , Powerhouse Area 
Queen of the Gym,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107572983/queen-of-the-gym,2.2,Sport,5.10d,1.0,65.0,47.02196,-119.9698,Central,10.0,,52,24,(b) Powerhouse Wall , Powerhouse Area 
Horsepowered,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107572992/horsepowered,2.8,Sport,5.11d,1.0,70.0,47.02196,-119.9698,Central,11.0,,18,11,(b) Powerhouse Wall , Powerhouse Area 
Violator,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107573005/violator,2.9,Sport,5.10d,1.0,60.0,47.02196,-119.9698,Central,10.0,,61,28,(b) Powerhouse Wall , Powerhouse Area 
Take Hold of the Flame,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108124882/take-hold-of-the-flame,2.6,Sport,5.11a,1.0,65.0,47.02196,-119.9698,Central,11.0,,39,17,(b) Powerhouse Wall , Powerhouse Area 
Pile Driver,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108350081/pile-driver,2.7,Sport,5.11,1.0,80.0,47.02196,-119.9698,Central,11.0,,20,13,(b) Powerhouse Wall , Powerhouse Area 
Critical Condition,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108350117/critical-condition,2.6,Sport,5.11a,1.0,75.0,47.02196,-119.9698,Central,11.0,,17,5,(b) Powerhouse Wall , Powerhouse Area 
Death from Above,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108372836/death-from-above,3.5,Sport,5.11d,1.0,80.0,47.02196,-119.9698,Central,11.0,,23,13,(b) Powerhouse Wall , Powerhouse Area 
Pain Connection,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108372849/pain-connection,2.0,Sport,5.11b,1.0,80.0,47.02196,-119.9698,Central,11.0,,5,2,(b) Powerhouse Wall , Powerhouse Area 
King Connection,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/112297150/king-connection,2.0,Sport,5.12a,1.0,80.0,47.02196,-119.9698,Central,12.0,,2,2,(b) Powerhouse Wall , Powerhouse Area 
Poop Chute,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/112822376/poop-chute,2.6,Sport,5.11b,1.0,60.0,47.02196,-119.9698,Central,11.0,,21,11,(b) Powerhouse Wall , Powerhouse Area 
Dr. Gouzo and Stripes,(b) Powerhouse Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/121550319/dr-gouzo-and-stripes,1.0,Trad,5.6 PG13,1.0,60.0,47.02196,-119.9698,Central,6.0,PG13,0,1,(b) Powerhouse Wall , Powerhouse Area 
Hooch,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320541/hooch,2.5,Sport,5.1,1.0,40.0,47.02227,-119.96993,Central,1.0,,38,12,(a) Moonshine Wall , Powerhouse Area 
XXX,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320546/xxx,2.3,Sport,5.9,1.0,40.0,47.02227,-119.96993,Central,9.0,,43,19,(a) Moonshine Wall , Powerhouse Area 
Hip Flask,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107320551/hip-flask,2.2,Sport,5.10d,1.0,40.0,47.02227,-119.96993,Central,10.0,,28,14,(a) Moonshine Wall , Powerhouse Area 
White Lightning,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107573017/white-lightning,2.0,Sport,5.9,1.0,35.0,47.02227,-119.96993,Central,9.0,,27,11,(a) Moonshine Wall , Powerhouse Area 
Canadian Club,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108350147/canadian-club,1.7,Sport,5.10c,1.0,45.0,47.02227,-119.96993,Central,10.0,,29,10,(a) Moonshine Wall , Powerhouse Area 
Yo Marlo,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108350174/yo-marlo,1.2,Sport,5.10a,1.0,45.0,47.02227,-119.96993,Central,10.0,,18,11,(a) Moonshine Wall , Powerhouse Area 
Drunk on Choss,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120276249/drunk-on-choss,1.0,Trad,5.10b PG13,1.0,40.0,47.02227,-119.96993,Central,10.0,PG13,1,1,(a) Moonshine Wall , Powerhouse Area 
Homebrew,(a) Moonshine Wall > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120276287/homebrew,0.0,Trad,5.10a PG13,1.0,30.0,47.02227,-119.96993,Central,10.0,PG13,1,1,(a) Moonshine Wall , Powerhouse Area 
Death Upon Re-Entry,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118608195/death-upon-re-entry,2.8,Sport,5.12a/b,1.0,,47.02155,-119.96939,Central,12.0,,6,4,(d) The Launch Pad , Powerhouse Area 
Ground Control,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118610556/ground-control,2.8,Sport,5.10d,1.0,,47.02155,-119.96939,Central,10.0,,15,8,(d) The Launch Pad , Powerhouse Area 
Apollo 13,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118610567/apollo-13,2.8,Sport,5.10c,1.0,40.0,47.02155,-119.96939,Central,10.0,,23,10,(d) The Launch Pad , Powerhouse Area 
Flexible Flyer,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119045210/flexible-flyer,2.6,Sport,5.11-,1.0,40.0,47.02155,-119.96939,Central,11.0,,11,5,(d) The Launch Pad , Powerhouse Area 
Zero Gravity,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119047299/zero-gravity,2.3,Sport,5.10a,1.0,35.0,47.02155,-119.96939,Central,10.0,,26,7,(d) The Launch Pad , Powerhouse Area 
Flight Simulator,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119047310/flight-simulator,1.8,Sport,5.8,1.0,40.0,47.02155,-119.96939,Central,8.0,,15,6,(d) The Launch Pad , Powerhouse Area 
Interstellar Blood Bath,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119047340/interstellar-blood-bath,2.0,Sport,5.11c,1.0,60.0,47.02155,-119.96939,Central,11.0,,1,1,(d) The Launch Pad , Powerhouse Area 
Space Case,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120339325/space-case,3.0,Sport,5.11a,1.0,35.0,47.02155,-119.96939,Central,11.0,,4,2,(d) The Launch Pad , Powerhouse Area 
Black Hole,(d) The Launch Pad > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/121477908/black-hole,1.5,Sport,5.10d,1.0,60.0,47.02155,-119.96939,Central,10.0,,1,2,(d) The Launch Pad , Powerhouse Area 
Lemon Sponge,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119045323/lemon-sponge,2.1,Sport,5.7,1.0,30.0,47.02182,-119.96963,Central,7.0,,27,11,(c) Red Velvet , Powerhouse Area 
Red Devil,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119045354/red-devil,2.0,Sport,5.8,1.0,30.0,47.02182,-119.96963,Central,8.0,,25,9,(c) Red Velvet , Powerhouse Area 
Cupcake,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119045446/cupcake,2.4,Sport,5.9,1.0,30.0,47.02182,-119.96963,Central,9.0,,21,10,(c) Red Velvet , Powerhouse Area 
A Piece of Cake,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119325956/a-piece-of-cake,1.5,Sport,5.2,1.0,30.0,47.02182,-119.96963,Central,2.0,,14,6,(c) Red Velvet , Powerhouse Area 
No Icing,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119325962/no-icing,1.5,Sport,5.4,1.0,35.0,47.02182,-119.96963,Central,4.0,,16,8,(c) Red Velvet , Powerhouse Area 
Double Fudge Cheesecake,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119325973/double-fudge-cheesecake,2.0,Sport,5.9,1.0,35.0,47.02182,-119.96963,Central,9.0,,24,8,(c) Red Velvet , Powerhouse Area 
Red Velvet,(c) Red Velvet > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/119325981/red-velvet,2.4,Sport,5.10a,1.0,35.0,47.02182,-119.96963,Central,10.0,,31,11,(c) Red Velvet , Powerhouse Area 
Amalia,(e) The Empire > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120276334/amalia,2.7,Sport,5.10a,1.0,50.0,47.02125,-119.96904,Central,10.0,,5,3,(e) The Empire , Powerhouse Area 
